대출_고유키,금융상품명,상품특징,대출신청자격,상품설명
대출_261,중소기업분할상환대출,"연간 매출액 150억 이하의 자영업자, 중소기업 고객을 대상으로 하는 신용대출상품으로, 고객의 안정적인 운전자금 확보를 위하여 최장 5년까지 원리금균등분할로 상환하는 대출 상품입니다.","매출액 10백만원 이상 150억원 이하로 사업자등록일로부터 3년 이상 경과된 자영업자 및 중소기업※ 은행내부신용등급 Dual Grade 9 이상 및 10B 이상인 고객대출구분(담보 또는 보증 여부)무담보 신용대출단, 법인 사업자의 경우 대표이사(법인의 실질사주)의 보증 필수대출한도","연간 매출액 150억 이하의 자영업자, 중소기업 고객을 대상으로 하는 신용대출상품으로, 고객의 안정적인 운전자금 확보를 위하여 최장 5년까지 원리금균등분할로 상환하는 대출 상품입니다."
대출_262,New 순수장기고정금리 주택담보대출,처음금리가 대출만기까지 고정되는 고정금리 주택자금대출이 부담되시나요? 5년마다 금리가 조정되는 New 순수장기고정금리 상품을 만나보세요!!,"아파트, 연립, 다세대, 단독, 다가구 주택을 담보로 제공하시고 주택담보대출을 요청하시는 고객",처음금리가 대출만기까지 고정되는 고정금리 주택자금대출이 부담되시나요? 5년마다 금리가 조정되는 New 순수장기고정금리 상품을 만나보세요!!
대출_263,직장인중금리대출,타행 대출이 있어도 최대 1억원까지 추가대출 가능!!,"19세이상 소득이 있는 분으로 당행 신용평가 시스템(은행내부 등급 1~9등급이내)에 의해 승인을 받은 고객NICE 신용평가정보㈜의 신용평점(CB평점)이 651점 이상인 고객(단, CB평점에 따라 대출한 도 및 적용금리가 달라질 수 있음)",타행 대출이 있어도 최대 1억원까지 추가대출 가능!!
대출_264,안심전환적격대출 (구조개선 순수장기고정금리),"대출만기까지 고정금리를 선택하든, 5년마다 조정되는 금리를 선택하든안심전환적격대출",당행 기존대출 중 대출 취급 후 1년 이상 경과 및 최근 6개월간30일 이상(연속) 연체기록이 없는 대출로 아래의① 또는 ② 요건을 충족하는 계좌① 변동금리대출② 고정금리 대출로 아래와 같이 요건을 충족하는 대출만기 도래 전 일시상환대출 또는 거치기간이 1년을 초과하는 거치식 대출 중 거치기간이 아직 만료 되지 않은 대출고정금리대출이란? ① 대출시점 기준 만기 5년 이상 순수고정금리대출(이자납입식 포함)② 대출시점 기준 고정금리 기간이 5년 이상인 혼합금리형 대출(예시: 금리혼합형 &ampamp 5년금융채 기준금리 적용대출) ③ 금리의 변동주기가 5년 이상인 금리변동주기 대출(예시: 5년금융채 기준금리 적용대출),"대출만기까지 고정금리를 선택하든, 5년마다 조정되는 금리를 선택하든안심전환적격대출"
대출_265,퍼스트홈론,부동산을 담보(구입물건 포함)로 대출해 드리는 모기지상품,"부동산을 담보로 제공하여 대출을 신청 또는 구입하고자 하는 부동산을 담보로 제공하는 조건으로 대출을 신청하는 고객NICE 신용평가정보㈜의 신용평점(CB평점)이 525점 이상인 고객 (단, CB평점에 따라 대출한도 및 적용금리가 달라질 수 있음)",부동산을 담보(구입물건 포함)로 대출해 드리는 모기지상품
대출_266,퍼스트전세보증론,전세자금을 지원하는 대출상품으로 신규임차자금은 물론 기존 임차인의 생활안정자금으로 대출취급 가능합니다.,만 19세 이상(단독) 세대주로 아래 각호 해당자① 부동산 중개업소를 통하여 임대차 계약을 체결하고 임대보증금의 5%이상 지불한 임차인② 주택임대차 보호법상 대항력과 우선변제권을 확보한 자③ NICE 신용평가정보(주)의 신용평점 545점 이상 또는 코리아크레딧뷰로(주)의 신용평점 550점 이상인 고객,전세자금을 지원하는 대출상품으로 신규임차자금은 물론 기존 임차인의 생활안정자금으로 대출취급 가능합니다.
대출_267,돌려드림론,당행 거래실적에 따라 우대금리를 제공하는 신용대출상품,"19세이상 소득이 있는 분으로 당행 신용평가 시스템(은행내부 등급 1~7등급이내)에 의해 승인을 받은 고객NICE 신용평가정보㈜의 신용평점(CB평점)이 599점 이상인 고객(단, CB평점에 따라 대출한 도 및 적용금리가 달라질 수 있음)급여소득자자영업자자유직업자(보험설계사, 보험대리점 포함)연금수급권자기타(금융소득자 등)",당행 거래실적에 따라 우대금리를 제공하는 신용대출상품
대출_268,한국주택금융공사 t-보금자리론(특례),"한국주택금융공사의 주택자금대출로 최대 70%까지 대출한도를 제공하고, 대출 받은 날부터 만기까지 안정적인 고정금리가 적용되는 상품으로 향후 금리 변동의 위험을 피하고자 하는 고객에게 적합한 상품입니다.","민법상 성년으로 채무자와 배우자의 총 주택보유 수가 본건 담보주택을 제외하고는 무주택 또는 1주택*으로 9억원 이하의 주택을 담보로 제공하는 고객NICE신용평가정보㈜의 신용평점(CB평점)이 271점 이상인 고객(단, CB평점에 따라 대출한도는 달라질 수 있음)*1주택은 기존주택을 실행일로부터 2년 이내에 처분하는 조건으로 신규 주택을 담보로 구입용도 대출을 받는 경우※ 2023.09.27부터 6억원을 초과하는 담보주택은 특례보금자리론(우대형) 대상 아님※ 2023.09.27부터 기존주택 처분조건부(3년)로 특례보금자리론 취급 불가","한국주택금융공사의 주택자금대출로 최대 70%까지 대출한도를 제공하고, 대출 받은 날부터 만기까지 안정적인 고정금리가 적용되는 상품으로 향후 금리 변동의 위험을 피하고자 하는 고객에게 적합한 상품입니다."
대출_269,순수장기고정금리 주택담보대출,주택담보대출 이율변동이 걱정되시나요? 처음 금리가 대출만기까지 고정되는 순수장기고정금리 상품을 만나보세요!!,"주거용 부동산(아파트, 연립, 다세대, 단독, 다가구주택, 도시형생활주택)을 담보로 제공하여 대출을 신청 또는 구입하고자 하는 부동산을 담보로 제공하는 조건으로 대출을 신청하는 고객NICE 신용평가정보(주)의 신용평점(CB평점)이 271점 이상이면서 은행 내부 신용평가 기준을 동시 충족하는 고객",주택담보대출 이율변동이 걱정되시나요? 처음 금리가 대출만기까지 고정되는 순수장기고정금리 상품을 만나보세요!!
대출_270,모기지원,담보대출을 사용하면 입출금통장에 대출이율과 같은 이율을 적용하여 최대 50%의 대출이자 절감효과(세전)를 누릴 수 있는 신개념 담보대출상품,"부동산을 담보로 제공하여 대출을 신청 또는 구입하고자 하는 부동산을 담보로 제공하는 조건으로 대출을 신청하는 고객NICE 신용평가정보㈜의 신용평점(CB평점)이 525점 이상인 고객 (단, CB평점에 따라 대출한도 및 적용금리가 달라질 수 있음) 상품특징모기지원 대출계좌에 입출금통장인 모아예금통장을 연결하면, 대출평잔의 일정 비율까지 대출이율과 같은 금리를 모아예금통장에 적용해 드립니다.해당 금리 적용을 위하여 고객과의 추가약정이 필요 합니다.은행거래를 모아예금 통장으로 집중해 주시면, 대출이자 감면효과를 누릴 수 있습니다.모기지원 금리를 적용 받을 수 있는 모아예금 최대금액 최대제한율: 10%, 15%, 20% 중 선택최대제한율에 따라 대출금리가 차등 적용됩니다.대출금리 적용 가능 예금액(평잔) = 대출 금액(평잔) × 최대제한율최대제한율별 가산금리최대제한율가산금리10%0.10%15%0.15%20%0.20%",담보대출을 사용하면 입출금통장에 대출이율과 같은 이율을 적용하여 최대 50%의 대출이자 절감효과(세전)를 누릴 수 있는 신개념 담보대출상품
